ID,survey_finish_time,sex,sex2,age,year,location,location2,location3,KLikert,KBinary,KBinaryAll,KExpl,KExplSimple,KProfits,Int,IntUmyślnie,IntCelowo,IntŚwiadomie,Intention,BSądził,BPrzekonany,Aware,Reasons,Condition,Scale,Form,edu
969,399,Kobieta,NA,55 lat lub więcej,79,małe miasto (do 20 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,1,0,1,1,0,1,1,2,2,Help,LIK,AG,Wyższe magisterskie
970,268,Mężczyzna,NA,25-34 lata,32,małe miasto (do 20 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,2,1,0,0,0,0,0,0,0,0,Help,LIK,AG,Średnie
971,209,Kobieta,NA,25-34 lata,27,wieś,NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się pogorszyć.",Q,3,2,2,3,3,0,0,-2,1,0,Harm,FC,ST,Średnie
972,273,Mężczyzna,NA,18-24 lata,20,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,0,-3,-3,-3,-3,-3,0,0,0,0,Harm,FC,PR,Średnie
973,192,Mężczyzna,NA,55 lat lub więcej,55,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,2,0,1,1,-1,0,3,3,3,Help,LIK,AG,Wyższe magisterskie
974,340,Kobieta,NA,45-54 lata,46,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,1,2,1,3,2,2,2,2,2,Harm,FC,ST,Wyższe magisterskie
975,221,Kobieta,NA,45-54 lata,54,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,3,0,3,3,Help,FC,PR,Wyższe licencjackie lub inżynierskie
976,196,Mężczyzna,NA,35-44 lata,39,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,2,3,3,2,Harm,LIK,AG,Wyższe licencjackie lub inżynierskie
977,197,Mężczyzna,NA,18-24 lata,23,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że stan środowiska się pogorszy.",B,0,-1,0,-1,1,1,1,0,-1,0,Harm,FC,ST,Średnie
978,590,Kobieta,NA,25-34 lata,32,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,2,2,3,2,3,2,2,2,Harm,FC,AG,Średnie
979,243,Mężczyzna,NA,18-24 lata,21,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,1,-3,-3,-3,-3,-3,3,-3,2,1,Help,LIK,ST,Średnie
980,375,Kobieta,NA,25-34 lata,30,wieś,NA,NA,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,0,1,-1,-1,-1,-1,-1,-1,-1,Help,LIK,AG,Zawodowe lub policealne
981,181,Kobieta,NA,35-44 lata,42,wieś,NA,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się pogorszy.",R,0,-3,-2,-3,-3,-3,-3,-3,-2,-3,Harm,FC,ST,Wyższe magisterskie
982,1275,Mężczyzna,NA,25-34 lata,33,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Zawodowe lub policealne
983,226,Mężczyzna,NA,25-34 lata,33,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,1,2,2,3,2,0,0,0,2,1,Harm,FC,PR,Zawodowe lub policealne
984,325,Kobieta,NA,45-54 lata,49,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,0,0,3,3,3,Harm,FC,ST,Zawodowe lub policealne
985,143,Kobieta,NA,45-54 lata,54,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,2,0,0,-1,2,-1,2,2,2,2,Help,LIK,AG,Wyższe magisterskie
986,137,Kobieta,NA,35-44 lata,39,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może zaszkodzić środowisku.",Q,2,2,2,3,3,2,0,-1,1,1,Harm,FC,PR,Wyższe magisterskie
987,248,Kobieta,NA,45-54 lata,53,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,1,2,2,2,2,2,2,2,2,2,Harm,LIK,AG,Średnie
988,217,Mężczyzna,NA,45-54 lata,47,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,-3,3,3,3,Harm,LIK,AG,Zawodowe lub policealne
989,151,Kobieta,NA,18-24 lata,21,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że pomoże środowisku.",B,3,1,1,-3,-2,-2,-2,-3,-1,-1,Help,LIK,AG,Średnie
990,289,Kobieta,NA,18-24 lata,21,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,-3,-3,-2,-2,-3,0,-2,3,2,Harm,LIK,ST,Średnie
991,685,Mężczyzna,NA,55 lat lub więcej,72,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,3,0,3,3,-3,3,3,0,Harm,LIK,ST,Wyższe magisterskie
992,313,Mężczyzna,NA,55 lat lub więcej,62,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,2,2,1,0,0,0,2,1,1,2,Harm,FC,PR,Zawodowe lub policealne
993,267,Kobieta,NA,55 lat lub więcej,61,wieś,NA,NA,-1,NA,No,"Dyrektor nie był przekonany, że pomoże środowisku.",B,2,1,1,1,-1,1,0,0,0,-1,Help,LIK,AG,Średnie
994,218,Mężczyzna,NA,35-44 lata,38,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe licencjackie lub inżynierskie
995,248,Kobieta,NA,35-44 lata,37,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor miał powody, by sądzić, że zaszkodzi środowisku.",R,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Średnie
996,759,Kobieta,NA,35-44 lata,37,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,0,3,1,3,-3,-3,-3,3,0,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
997,381,Kobieta,NA,55 lat lub więcej,65,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-3,-3,-3,-3,-3,-3,-3,3,3,Help,FC,ST,Średnie
998,238,Kobieta,NA,55 lat lub więcej,69,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,3,0,-3,-2,-2,-2,0,0,0,0,Help,FC,PR,Średnie
999,260,Kobieta,NA,25-34 lata,34,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu pomoże środowisku.",B,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,Help,LIK,PR,Średnie
1000,282,Kobieta,NA,55 lat lub więcej,57,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,2,0,-1,0,-1,0,1,0,1,1,Help,FC,PR,Doktorat lub więcej
1001,209,Kobieta,NA,18-24 lata,20,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,0,2,3,3,Help,LIK,PR,Średnie
1002,120,Mężczyzna,NA,25-34 lata,25,wieś,NA,NA,1,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,-1,-1,0,1,1,0,-1,0,-2,2,Harm,LIK,ST,Średnie
1003,363,Kobieta,NA,55 lat lub więcej,61,małe miasto (do 20 tys. mieszkańców),NA,NA,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,2,-3,-3,-2,-3,-3,-3,-3,-2,-2,Help,LIK,PR,Zawodowe lub policealne
1004,142,Mężczyzna,NA,25-34 lata,32,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,0,2,0,0,2,0,3,0,2,3,Harm,FC,PR,Wyższe magisterskie
1005,299,Mężczyzna,NA,55 lat lub więcej,73,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,3,3,3,0,3,3,3,1,Harm,LIK,ST,Wyższe magisterskie
1006,638,Kobieta,NA,25-34 lata,30,wieś,NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,1,0,-1,-2,0,0,0,0,0,0,Help,LIK,AG,Średnie
1007,186,Kobieta,NA,55 lat lub więcej,65,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,2,3,3,3,3,3,3,3,3,Harm,FC,AG,Średnie
1008,267,Mężczyzna,NA,45-54 lata,48,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe magisterskie
1009,343,Mężczyzna,NA,25-34 lata,31,małe miasto (do 20 tys. mieszkańców),NA,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Średnie
1010,427,Inna,Żeńskiej,25-34 lata,32,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że wdrożenie programu może pomóc ",Q,3,-2,-3,-3,-3,-3,-3,-3,-3,0,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
1011,217,Mężczyzna,NA,18-24 lata,23,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,2,-1,0,-3,-1,-3,-2,3,1,1,Help,FC,PR,Zawodowe lub policealne
1012,203,Kobieta,NA,55 lat lub więcej,59,wieś,NA,NA,-2,NA,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Help,LIK,ST,Średnie
1013,1766,Mężczyzna,NA,55 lat lub więcej,55,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że pomoże środowisku.",B,3,2,2,1,1,0,-2,1,1,2,Help,FC,AG,Średnie
1014,207,Mężczyzna,NA,25-34 lata,28,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,2,1,1,2,3,1,0,0,0,-1,Harm,FC,PR,Wyższe magisterskie
1015,404,Mężczyzna,NA,35-44 lata,41,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,0,-1,-3,1,-1,-1,-2,1,0,Help,FC,AG,Zawodowe lub policealne
1016,257,Kobieta,NA,55 lat lub więcej,55,wieś,NA,NA,-2,NA,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,2,0,-2,-1,-2,-2,-1,-2,-2,-1,Help,LIK,ST,Średnie
1017,389,Kobieta,NA,55 lat lub więcej,55,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,2,-1,-1,-2,-3,0,0,-3,0,2,Help,FC,AG,Podstawowe
1018,3422,Mężczyzna,NA,45-54 lata,45,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,Inne,O,3,-3,-3,-3,-3,-3,-3,-3,3,-2,Help,FC,PR,Wyższe magisterskie
1019,146,Mężczyzna,NA,25-34 lata,30,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,1,1,1,1,1,1,1,1,1,1,Help,LIK,PR,Wyższe magisterskie
1020,280,Kobieta,NA,55 lat lub więcej,63,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,1,-3,-3,-3,-3,-3,-3,2,-3,Help,LIK,PR,Wyższe magisterskie
1021,248,Mężczyzna,NA,25-34 lata,33,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,0,0,0,0,1,1,0,0,0,1,Harm,FC,AG,Wyższe licencjackie lub inżynierskie
1022,494,Mężczyzna,NA,55 lat lub więcej,72,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,1,-3,-3,-3,-3,-3,-1,-3,-3,-1,Help,FC,ST,Podstawowe
1023,170,Kobieta,NA,45-54 lata,45,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,2,2,2,0,2,0,2,1,2,2,Harm,FC,PR,Wyższe magisterskie
1024,955,Mężczyzna,NA,25-34 lata,31,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-3,NA,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,2,-2,-3,-3,-3,-3,0,-1,0,1,Help,LIK,ST,Wyższe magisterskie
1025,169,Kobieta,NA,18-24 lata,23,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
1026,203,Kobieta,NA,35-44 lata,35,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że pomoże środowisku.",R,2,-2,-1,-1,-2,-2,-2,-2,-2,-3,Help,FC,AG,Wyższe magisterskie
1027,262,Kobieta,NA,25-34 lata,27,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,2,-2,0,0,0,0,1,0,0,Harm,LIK,ST,Średnie
1028,151,Mężczyzna,NA,35-44 lata,38,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,1,1,0,2,0,2,2,1,1,2,Help,FC,ST,Średnie
1029,152,Mężczyzna,NA,25-34 lata,30,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się polepszy.",B,3,-3,-3,-3,-3,-3,-3,0,3,-3,Help,FC,ST,Wyższe licencjackie lub inżynierskie
1030,782,Kobieta,NA,55 lat lub więcej,56,wieś,NA,NA,NA,0,No,Inne,O,3,0,-3,0,1,0,0,0,1,3,Help,FC,ST,Średnie
1031,294,Mężczyzna,NA,35-44 lata,37,małe miasto (do 20 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,0,0,1,1,1,1,0,1,1,1,Harm,LIK,PR,Średnie
1032,218,Kobieta,NA,18-24 lata,24,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Średnie
1033,318,Kobieta,NA,45-54 lata,47,małe miasto (do 20 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu pomoże środowisku.",B,2,2,2,2,2,2,2,2,2,2,Help,LIK,PR,Zawodowe lub policealne
1034,335,Kobieta,NA,25-34 lata,31,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-3,-2,-3,0,-3,0,1,3,2,Help,FC,AG,Wyższe magisterskie
1035,232,Mężczyzna,NA,25-34 lata,31,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe magisterskie
1036,170,Mężczyzna,NA,55 lat lub więcej,68,wieś,NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,-1,1,0,0,1,1,0,1,1,0,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
1037,1538,Kobieta,NA,55 lat lub więcej,63,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że pomoże środowisku.",R,3,3,3,3,-3,-3,-3,-3,-3,3,Help,LIK,AG,Zawodowe lub policealne
1038,577,Kobieta,NA,25-34 lata,25,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,FC,PR,Wyższe magisterskie
1039,242,Kobieta,NA,25-34 lata,34,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-2,-3,-3,-3,-3,-2,-1,-1,-1,Help,FC,AG,Wyższe magisterskie
1040,332,Kobieta,NA,45-54 lata,45,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że wdrożenie programu pomoże środowisku.",B,2,0,0,-1,0,0,0,-1,0,1,Help,LIK,PR,Wyższe magisterskie
1041,195,Mężczyzna,NA,55 lat lub więcej,56,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,3,3,3,3,2,3,3,3,3,Harm,FC,ST,Wyższe magisterskie
1042,247,Kobieta,NA,25-34 lata,29,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,1,3,1,2,2,-2,2,3,-2,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
1043,162,Kobieta,NA,45-54 lata,53,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,3,3,3,3,Help,LIK,PR,Wyższe magisterskie
1044,641,Kobieta,NA,55 lat lub więcej,62,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,1,2,1,2,1,2,1,1,2,1,Help,LIK,ST,Średnie
1045,687,Mężczyzna,NA,18-24 lata,23,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,1,2,0,1,0,-1,0,2,1,-1,Help,LIK,ST,Średnie
1046,234,Kobieta,NA,45-54 lata,51,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,1,3,0,3,3,3,3,Harm,LIK,PR,Średnie
1047,286,Kobieta,NA,55 lat lub więcej,57,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,0,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
1048,160,Kobieta,NA,18-24 lata,22,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,-1,NA,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,1,-1,-2,-1,-1,-2,-1,0,1,1,Help,LIK,PR,Średnie
1049,192,Mężczyzna,NA,18-24 lata,23,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,2,1,-1,2,-1,2,2,1,1,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
1050,218,Kobieta,NA,55 lat lub więcej,67,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-1,-3,-2,-2,-2,-2,-1,-1,-2,Help,FC,AG,Zawodowe lub policealne
1051,1802,Mężczyzna,NA,25-34 lata,28,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,-1,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,2,0,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,ST,Wyższe licencjackie lub inżynierskie
1052,182,Kobieta,NA,55 lat lub więcej,57,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,0,3,3,3,Harm,FC,AG,Średnie
1053,289,Kobieta,NA,18-24 lata,18,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,0,0,-3,3,3,3,3,3,0,Harm,FC,PR,Podstawowe
1054,161,Mężczyzna,NA,18-24 lata,24,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,1,-3,3,-3,-2,3,3,1,Harm,FC,PR,Zawodowe lub policealne
1055,153,Mężczyzna,NA,35-44 lata,38,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,0,-2,-3,-3,3,3,Help,LIK,PR,Wyższe magisterskie
1056,282,Mężczyzna,NA,25-34 lata,33,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Średnie
1057,216,Mężczyzna,NA,45-54 lata,48,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,-2,3,2,3,2,2,2,2,2,Harm,LIK,ST,Doktorat lub więcej
1058,230,Mężczyzna,NA,45-54 lata,47,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,2,-2,-1,0,-1,1,-2,2,1,Help,LIK,PR,Średnie
1059,257,Mężczyzna,NA,55 lat lub więcej,55,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,2,3,3,3,3,3,3,3,3,-3,Harm,LIK,PR,Zawodowe lub policealne
1060,430,Kobieta,NA,55 lat lub więcej,63,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Średnie
1061,197,Kobieta,NA,35-44 lata,38,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,2,2,-3,-1,2,-1,2,2,2,2,Harm,FC,AG,Średnie
1062,201,Mężczyzna,NA,25-34 lata,34,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-1,-3,-3,1,-3,1,1,3,2,Help,LIK,ST,Wyższe magisterskie
1063,185,Kobieta,NA,45-54 lata,45,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że pomoże środowisku.",R,2,1,0,-2,-2,-2,-1,-2,0,1,Help,FC,AG,Wyższe magisterskie
1064,195,Kobieta,NA,55 lat lub więcej,55,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-3,0,-3,-3,-3,-3,0,-3,0,Help,LIK,AG,Zawodowe lub policealne
1065,171,Kobieta,NA,25-34 lata,31,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,-2,Harm,LIK,AG,Wyższe magisterskie
1066,212,Mężczyzna,NA,35-44 lata,41,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że stan środowiska może się polep",Q,0,-1,2,0,-1,-1,-1,-1,-1,0,Help,LIK,ST,Średnie
1067,259,Mężczyzna,NA,25-34 lata,25,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,1,3,-3,3,0,0,0,3,1,Harm,FC,AG,Wyższe magisterskie
1068,142,Kobieta,NA,25-34 lata,30,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,0,3,3,3,2,Harm,LIK,PR,Podstawowe
